title,count,organisations
"HIRING OF PORTER FOR LRP K 3, PORTERS FOR LRP KILO 3 TRANSPORTATION OF RATION FOR LRP, PORTERS FOR KI",4,['indo tibetan border police']
"HIRING OF PORTER FOR LRP SRP PACHUK, PORTERS FOR LRP PACHUK TRANSPORTATION OF RATION FOR LRP, PORTERS",7,['indo tibetan border police']
HIRING OF PORTERS FOR DUMPING RATION GOVT STORE MISC ITEMS BRUNI TO PATHER 2 MINIMUM LOAD PER PORTE,4,['indo tibetan border police']
HIRING PORTER,10,['indo tibetan border police']
HOCKEY GOALKEEPER COMPLETE SET,7,['indo tibetan border police']
HONDA BRUSH CUTTER UMK450T U2NT,4,['border security force']
"HOSE ASSY RADIATOR INLET, HIGH PRESSURE LINE PUMP TO RAIL, FUEL LEVEL SENSOR, KIT FILTER DIESEL, TENSNO",4,['indo tibetan border police']
"HP 12A, HP INK GT 52 BK, HP INK GT 52 C, HP INK GT 52 Y, HP INK GT 52 M",40,['central armed police forces']
"HP Compatible Toner 88A, HP Toner 416 Black Orginal, Epson Black, Canon CMY, Canon Black, HP Compatible",40,['central armed police forces']
"HP Desk Jet 1510_ Black, HP Desk Jet 1510_ Colour, HP Ink Jet 3545_ Black, HP Ink Jet 3545_ Colour, HP Offi",31,['central armed police forces']
"HP LASER 1188 FNW BLACK AND WHITE PRINTER, CANON LASER 244DW BLACK AND WHITE PRINTER, CANON IMAGE RUN",37,['indo tibetan border police']
"HP LASER JET P 1108 PRINTER, SAMSUNG 2830 DW PRINTER, SAMSUNG 2830 DW PRI",4,['indo tibetan border police']
"HP Printer Cartridge HP 55A, HP 993XC Magenta Page wide Cartridge, HP 993XC Yellow Page wide Cartridg",10,['central armed police forces']
"HP WIRELESS MOUSE, UPS 1000KVA OBLICQ 600W BPE, POWER CABLE 3 PIN SOCKET 20 MTR, SMPS MODEL NO PS4321",4,['central armed police forces']
"HP Wireless Mouse, UPS 1000KVA 600W BPE, Power Cable 3 pin socket 20 mtr, SMPS Model No PS4321 1HB HP",4,['central armed police forces']
"HVY DUTY HYDROULIC TROLLY JACK FIVE TON, G I TRAY, TORQUE WRENCH 100 LBS, CLASSIC TROLLY TYPE HYDRAULI",16,['border security force']
"HVY DUTY HYDROULIC TROLLY JACK, G I TRAY, TORQUE WRENCH, CLASSIC TROLLY TYPE HYDRAULIC JACK, BEARING PU",10,['border security force']
"HVY. DUTY HYDROULIC TROLLY, G. I. TRAY, TORQUE WRENCH, CLASSIC TROLLY TYPE HYDRAULIC, BEARING PULLER, BEA",4,['border security force']
"HYDRAULIC HEAD TATA 1212, PUMP HOUSING TATA 1212, CAM PLATE TATA 1212, CONTROL VALVE TATA 1212, NOZZLE",7,['indo tibetan border police']
HYDRAULIC JACK 20 TON,4,['central armed police forces']
HYDRAULIC RIVETING MACHINE,10,['border security force']
HYDRAULICALLY REGULATED DOOR CLOSERS,7,['national security guard']
"HYDROMETER, DOUBLE END GRINDER 150MM, ELECTRIC HAND DRILL, BOX SPANNER TOOL BOX, SCREW DRIVER 12 INCH, S",16,['border security force']
Haematology Reagents,7,"['indo tibetan border police', 'national security guard']"
"Hairing of porter semai Post, Hiring of porter Bakar, Hiring of poter Mili Statging camp, Hiring of po",7,['indo tibetan border police']
"Hall Heater Electric, Convection Heaters- Room Heater, Blower, Blo",10,['central armed police forces']
Hamam Water Heating Device ( Defense ),22,['indo tibetan border police']
Hammer composite polymer with composite iron Assembly for stroking Mechanism of SMG 9mm Series,4,['border security force']
"Hammer two fifty gm, Rapi, Jamura ten inch, Punch set No. four to No. twenty, Stone for sharping, Chisel",7,['border security force']
Hand Dryer ( V2 ),7,['indo tibetan border police']
Hand Embroidery Vocational Training Course- Duration of Course 246 Hours ( 2 Months ) with Third Party,25,['central reserve police force']
Hand Held Brush Cutter ( V2 ),189,"['assam rifles', 'border security force', 'indo tibetan border police', 'central armed police forces', 'national security guard']"
"Hand Held Brush Cutter ( V2 ), Lawn Mowers",10,['national security guard']
"Hand Held Synthesised Transreciever, Spare Batteries at one per set supplied with each radio set_ In",22,['central armed police forces']
Hand Rivet Tool,7,['indo tibetan border police']
"Hand Sentitizer 200ml, Lizol disinfectant floor and surface cleaner 500ml, Harpic toilet cleaner liqu",16,['central armed police forces']
"Hand towel, Plastic water sprayer, Plastic powder case, White Barber Apron, Black Barber Apron, Neck Dus",7,['border security force']
Handle Carrying Holding ( Modified ) Two Items Assy,4,['border security force']
"Handling and Transport on Lumpsum Basis- Handling & Transport Service, Transportation Of Ration SK",4,['indo tibetan border police']
Handloom Cotton Durries as per IS 1450,22,['border security force']
"Hard brush for SMG 9mm Bereta, Soft brush for SMG 9mm Bereta, Oil brush for SMG 9mm Bereta",4,['border security force']
"Hardware, Accessories, Sanitary, Glass, Hardwa",13,['national security guard']
"Hasthag by Col Gautam Rajrishi, The Siege of Warwan by Maj Gen GD Bakshi VSM, Doda by Col Harjeet Sin",4,['central armed police forces']
Hay Grass ( Loose and Bundle ),79,"['indo tibetan border police', 'border security force']"
"Head light bulb 12volt 55 60, Fog lamp bulb 12volt, Steering gear box oil seal, Front indicator left a",4,['border security force']
Health Faucet,4,['national security guard']
"Heavy duty bench drill machine 13mm 250W MAKITA, ARC Welding machine single phase inverter based 200",4,['border security force']
"Heavy duty diesel ultra oil, 15w- 40 Diesel Engine Oil, General Purpose Grease as per IS 507, Antifre",4,['border security force']
"Heavy duty diesel ultra oil, 15w- 40 Diesel Engine Oil, Heavy duty diese",31,['indo tibetan border police']
"Helical Antenna for Radio Vertex 829, Volume Knob for Radio Set Vertex 829, Channel Knob for Radio Se",4,['central armed police forces']
"Helical antenna for Radio Set Motorola GP 338, Battery Pack for Radio Set Motorola GP 338, Exercise B",4,['central armed police forces']
"Hercules Treadmill with 4HP Power, Avon Multi Station Gym with 6 Station, Gym Creation selectorized B",13,['central armed police forces']
"Hessian Cloth, Sutli, Brown Tape 50mm, Packing Sheet Foam, Nails 2 inch, Nails 3 inch, Bubble Paper roll,",4,['central armed police forces']
Hessian Sand Bags as per IS 9685,7,['border security force']
"High Ankle Tactical Boot With Rubber- PU Sole as per IS 17012, High Ankle Tactical Boot With Rubber",4,['central reserve police force']
High Ankle Tactical Boot with Rubber- PU Sole ( V2 ) as per IS 17012,127,"['central industrial security force', 'central armed police forces', 'border security force', 'central reserve police force']"
"High Ankle Tactical Boot with Rubber- PU Sole ( V2 ) as per IS 17012, High Ankle Tactical Boot with R",13,['central reserve police force']
High Density Polyethylene Bucket,16,['indo tibetan border police']
"High Density Polyethylene Bucket, Domestic Mugs- Bathroom, Pipe for",7,['indo tibetan border police']
High End Desktop Computer,31,['border security force']
"High End Desktop Computer, Computer Printers",10,['central armed police forces']
High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System ( V2 ),10,['central armed police forces']
"High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System ( V2 ), High Mast Lig",5,['assam rifles']
High Pressure Breathing Air Compressor Motor Driven as per IS 15879,4,['indo tibetan border police']
High Pressure Breathing Air Compressor Petrol Engine Driven,4,['national security guard']
High Pressure Washer,37,['central armed police forces']
High Silica Sand for use in Foundries as per IS 1987,7,['national security guard']
High mast pole for national flags,4,['indo tibetan border police']
"Highlighter, Cello Tape Transparent 1 inch, Cello Tape Transparent 2 Inch, stick Flag, Stapler Pin No.",19,['central armed police forces']
Himalayan Pink Rock salt,19,['indo tibetan border police']
"Himalayan Pink Rock salt, Whole Gram, Horse Ration ( JAV )",7,['indo tibetan border police']
"Hip Twister single, Carrom board up to assam ply wood and corners wood Kiker with water proof., Fixed",19,['border security force']
Hippo Tank ( capacity 960 Ltr ) with Dispensing Unit,10,['central armed police forces']
"Hiring Of Porters Dry Ration, Hiring Of Porters Fresh Ration, Hiring Of Porters Misc Items, Hiring Of",7,['indo tibetan border police']
Hiring of Boats- 10 NOS EFC BOAT WITH 02 BOATMEN EACH; Less than 5 years; Without Air- Conditioning,10,['border security force']
Hiring of Boats- Country Boat; Less than 5 years; Without Air- Conditioning; 4- 6 Persons; 1500; Wit,10,['border security force']
Hiring of Boats- Country Boat; Less than 5 years; Without Air- Conditioning; 7- 10 Persons; 1000; wi,4,['border security force']
Hiring of Boats- EFC 12 AND COUNTRY BOAT 2; Less than 5 years; Without Air- Conditioning; 10 TO 15;,7,['border security force']
Hiring of Boats- EFC 12 NOS AND COUNTRY BOAT 2 NOS; Less than 5 years; Without Air- Conditioning; 1,16,['border security force']
Hiring of Boats- Engine Fitted Country Boats; Less than 5 years; Without Air- Conditioning; 20 Pers,13,['border security force']
Hiring of Consultancy Services- Percentage based- Functional Consultants; Finance & Accounts; Yes;,22,['indo tibetan border police']
Hiring of Consultants- Per Person Per Month Based- Functional Consultants; Finance & Accounts; Gra,4,['indo tibetan border police']
Hiring of Packaged Drinking Water Bottle- Mineral; 20 Litre,13,['national security guard']
"Hiring of Porter Transportation of dry fresh Ration condiments SK Oil misc items WT stores Karu, Hir",4,['indo tibetan border police']
Hiring of Sanitation Service- Sanitary Attendant; 7; All Areas; All Areas; Daily; 3,640,['central armed police forces']
"Hiring of Sanitation Service- Sanitary Attendant; 7; All Areas; All Areas; Daily; 3, Hiring of Sani",334,['indo tibetan border police']
"Honey, Horlicks or Bournvita or Boost etc, Tomato sauce, Papad, Gruel Dalia, Corn flake, Ginger, Ground nu",10,['indo tibetan border police']
Hopper Tipper Dumper ( Version 2 ),37,['central armed police forces']
Horn Loudspeaker,16,['indo tibetan border police']
Horse Ration ( JAV ),94,"['indo tibetan border police', 'border security force']"
"Horse Ration ( JAV ), Kabli Chana Whole ( V2 ) ( Defence ), Himalayan Pink Rock salt",7,['border security force']
"Horse Ration ( JAV ), Whole Gram",16,['indo tibetan border police']
"Horse Ration ( JAV ), Whole Gram, Himalayan Pink Rock salt",22,['indo tibetan border police']
Horse Riding Long Boots,4,['indo tibetan border police']
Horse Shoes Cavalery,7,['indo tibetan border police']
Horse Show Jumping Whips,4,['indo tibetan border police']
Hose assembly,16,['indo tibetan border police']
Hot Air Blower,7,['indo tibetan border police']
Hot/ Cold Water Dispenser ( V2 ),37,"['indo tibetan border police', 'central armed police forces', 'national security guard']"
"Household Disinfectants or Disinfectant Fluids Phenolic Type as per IS 1061, Toilet Brush ( V2 ), Insec",22,['border security force']
Household Laundry Detergent Powders as per IS 4955,25,['central armed police forces']
"Household Laundry Detergent Powders as per IS 4955, Laundry Soap as per IS 285, Antiseptic Liquid ( V2",25,['indo tibetan border police']
Household Refrigerating Appliances as per IS 17550,16,['indo tibetan border police']
"Household Refrigerating Appliances as per IS 17550, Household Refrigerating Appliances as per IS 175",7,['central armed police forces']
Household Sewing Machine Head,7,['indo tibetan border police']
Household Zig- Zag Sewing Machine Head,7,['indo tibetan border police']
"Hp Printer Cartridge Hp 55A, Hp 416A Black, Hp 416A Yellow, Hp 416A Magenta, Hp 416A Cyan",16,['central armed police forces']
"Hub oil seal MG, wiper blade scorpio, Deep filter diesel scorpio, Oil filter 407, Check nut lock 407, Fu",10,['central armed police forces']
"Humidifier, V2",13,['indo tibetan border police']
"Hybrid inverters at Location ONE, VRLA Gel batteries at Locatioon ONE, Photovoltaic modules at Locati",16,['indo tibetan border police']
Hydraulic Riveting Machine,7,['border security force']
"Hygiene and chemicals demand for 28 SCG, NSG",7,['national security guard']
"IC 7805, IC PIC 16 F6 76, IC TOP 244Y, TRANSISTOR 188, TRANSISTOR TL 431, TRANSISTOR 187, MOSFET IRFZ44, O",10,['border security force']
"INF NS FIVE HUNDRED ML, INF RL FIVE HUNDRED ML, INFUSION SUMOL HUNDRED ML, LIQUID OLIT MPS, TAB DEXONA,",10,['border security force']
"INJ AVIL, INJ DEXONA, TAB DEXONA, TAB DOLO 650, TAB DULCOFLEX, TAB LOMOFEN PLUS, TAB NEUROBION FORTE, TAB",4,['border security force']
"INJ CEFTRIAXONE AND TAZOBACTAM 562 PONT 5 mg, INJ AMOXYCILLIN SODIUM AND SULBACTUM SODIUM 300 mg, INJ",4,['border security force']
"INJ CIPLOX 100 ML, TAB AUGMENTIN 625 MG, TAB CEPODEM XP 325 MG, TAB METROGYL 400, TAB OFLOX 200 MG, TAB",10,['border security force']
"INJ DEXONA 5ML, INJ AVIL 10ML, INJ HITEK 10ML, INJ MELONEX 30ML, INJ INTACEF TAZO 562. 25MG, CAP PENTOP- D",4,['border security force']
"INJ DEXONA, INJ HYDROCORT HUNDRED MG, INJ PAN FOURTY MG, INJ DERIPHYLLIN, TAB NAXDOM FIVE HUNDRED MG, TA",7,['border security force']
"INJ FALCIGO ZYDUS, INJ NORMAL SALINE 500 ML OTSUKA, INJ DEXTROSE 5 PERCENT OTSUKA, INJ MVI 10 ML, INJ N",4,['border security force']
"INJ LORI DIAZAPAM 2ML NEON, TAB BRAVECTO 1000 MG MSD, INJ GENTAMCINE 100 ML MORVEL, INJ ARTIZONE 100 M",10,['border security force']
"INJ MONOCEF SB, INJ AMIKACIN 500 MG, TAB ZOVIRAX 800MG, TAB SUPRADYN, TAB ATORVA 20 MG, TAB DULCOFLEX, TA",4,['border security force']
"INJ MVI, INJ NEUROBION FORTE, INJ NEOMOL 2 ML, INJ HYDROCORT, INJ AVIL, TAB AVIL 25 MG, TAB BUSCOGAST, TAB",25,['border security force']
"INJ MYORIL, INJ DEXTROSE 5, INJ DNS, INJ MONOCEF 1 GM, INJ ADRENALIN, INJ VOVERAN AQUA 1ML, INJ PANTOP, IN",4,['border security force']
"INJ NS 500 ML, INJ BUSCOGAST, INJ SUPERSPAS, INJ PCM 2 ML, LOZENGE COFSILS, TAB INTACOXIA 90 MG, TAB PAN",22,['border security force']
"INJ ONDASTERON, INJ PCM, INJ STEMETIL, INJ ACILOC, INJ PANTOP 40 MG, INJ AVIL, INJ DEXONA, INJ LASIX, INJ D",4,['border security force']
"INJ OXYTETRACYCLIN 30ML, INJ ISOFLUID 10ML, INJ METRONIDAZOLE 100ML, INJ PROPOFOL 10ML, INJ DICRYSTICIN",4,['indo tibetan border police']
"INJ PANTOP 40 MG, INJ D 5 PERCENTAGE, OINT BURN HEAL 15 GM, TAB AZITHRAL 500 MG, SYP ONDEM, TAB LEVOCET",31,['border security force']
"INJ PANTOP 40MG, INJ DYNAPAR AQ 1 ML, INJ SIFADOL 2 ML, INJ EMCET 2 ML, INJ XYLOCAIN 30ML, INJ MVI 10ML,",13,['border security force']
"INJ PANTOP IV, INJ VOVERAN AQ 01 ML, SYP AUGMENTAIN DUO 30 ML, SYP IBUGESIC PLUS 60 ML, SYP AMBRODIL LX",4,['border security force']
"INJ PERINORM, INJ DNS 500 ML, INJ XYLOCAINE 2 PERCENT, TAB NORFLOX TZ, TAB CIPLOX 500, TAB MONTAIR L, TAB",10,['border security force']
"INJ PREDNISOLONE, INJ GENTAMYCIN, INJ REGLAN, INJ E CARE C, INJ BETALOC, INJ TRIBIVET, INJ MELONEX PLUS, I",4,['indo tibetan border police']
"INJ RL 500 ML, INJ DEXONA 2 ML, INJ SUMOL 1 GM IV, INJ PANTOP, TAB CHYMORAL FORTE, TAB AVIL 25 MG, TAB DI",7,['border security force']
"INJ RL 500 ML, INJ NS 500 ML, INJ 5 PERCENT 500 ML, INJ DNS 500 ML, INJ 25 PERCENT DEXTROSE, IV CANNULA",4,['border security force']
"INJ RL 500ML, INJ N S 500 ML, INJ RAKSHARAB 10 ML, INJ VETAGIN 33ML, INJ ACILOC 2 ML, INJ PERINORM 2 ML,",4,['border security force']
"INJ SPAMONIL, INJ AVIL, INJ DEXONA, INJ EFCORLIN, INJ DERIPHYLLIN, INJ HAEMACCEL, INJ VOVERAN, INJ ONDEN, B",7,['border security force']
"INJ T T 05ML, INJ TERIFRAC 750 MCG 3ML, INJ XYLOCAINE 2PERCENTAGE, XYLOCAINE SPRAY 2PERCENTAGE, INJ PAN",19,['border security force']
"INJ TRIQUIN 2. 5 GM, INJ BELAMYL 100 ML, BOLUS ZYCLOZ, BOLUS FENDIKIND PLUS, BOLUS ALBENDA ZOLE, INJ VITA",4,['border security force']
"INJ, TAB, oint, SYP, inj",25,['border security force']
"INJ. GENTAMYCINE, INJ. XYLAZINE, INJ. DNS, INJ. IVERMACTIN, INJ. DEXAMATHASONE, INJ. RANITIDINE, INJ. ATR",4,['indo tibetan border police']
"INJ. MOXEL 3GM, INJ. DCR 2. 5 GM, INJ. OTC 30 ML, BOLUS. BANDIKIND, INJ. DEXA 30 ML, TAB. DOXYCYLING 100 M",7,['indo tibetan border police']
"INJ. TRIBIVET 30ML, INJ. MELONEX PLUS 30 ML, OINT. LOREXANE 100 GM, INJ. PREDNISOLON 10 ML, BOLUS FENBEM",4,['indo tibetan border police']
"INJECTION ETHAAMSYLATE, INJECTION RINGERS LACTATE SOIUTION, INJECTION PANTOP, INJECTION XYLOCAIN, INJEC",10,['border security force']
"INJECTION TITNUS TOXIDE 05 ML, INJECTION ATROPIN SULPHATE 10 ML, INJECTIONBERENIL 30ML, INJECTION DIAZ",4,['indo tibetan border police']
"INJECTOR ASSY, CRDI ASSEMBLY, INJECTORS, TURBO CHARGER, AIR FILTER, FOG LIGHT BULB, FUEL FILTER",4,['indo tibetan border police']
"INK BLACK OFF SET, FOUNT SOLUTION, ROLL WASH, GP PLATE WASH, RISO INK BLACK, RISO MASTER, CTP PLATE, BLANK",7,['indo tibetan border police']
"INK FOR EPSON INKJET PRINTER, MEDIA CONVERTER FOR FIBER, ADOPTER FIVE VOLT ONE POINT FIVE AMP, CAT SIX",28,['border security force']
INSTANT GEYSER 5. 5 LITRE,22,['central armed police forces']
"INSULAITON TAPE, MALE FEMALE PLUG, JUNCTION BOX FOR PBT, PRINTER RIBBON FOR DMP, 5 AMP TOP PLUG, 5 AMP S",4,['border security force']
"INSULATION TAPE ROLL, NYLONE GUY ROPE 6MM, COLIN BOTTLE 500 ML, RIBBON FOR DOT MATRIX, RIBBON CARTRIDGE",19,['border security force']
"INSULATION TAPE TAPARIA, SOLDERING WIRE, SOLDERING IRON N25 WATT, PENCIL CELL DURA CELL AAA SIZE, PENCI",4,['border security force']
IP AT CORE EPABX 600 LINE WITH IP RADIO GATEWAY CARD AND PHONES,13,['national security guard']
IP at CORE EPABX- 600 Line ( as per MHA Approved QRs/ TDs- dtd. 20. 07. 2023,13,['national security guard']
