title,count,organisations
"TAB SOMPRAZ 40 MG, TAB DEPLATT A 75 MG, TAB URIMAX D, TAB DOLO 650 MG, TAB COMBIFLAM, TAB DISPRIN 325 MG",4,['border security force']
"TAB SPASMONIL PLUS, TAB PANTOSEC 40, TAB INTAGESIC MR, INJ BETT ZERO POINT FIVE ML, CAP RZOLE DSR, TAB D",13,['border security force']
"TAB STARMOL 650 MG, TAB ALKEM PARA 500 MG, CAP NOGACID 20 MG, TAB PANTOLOC DSR, TAB GENMOX CV 625 MG, TA",4,['border security force']
"TAB SULFASALAZINE 500 MG, TAB SULFASALAZINE 1000 MG, TAB IVABRADINE 10 MG, TAB FOLIC ACID 5MG, CAPSULE",37,['indo tibetan border police']
"TAB SUPRADYN DAILY, TAB SHELCAL 500MG, TAB FLUKA 150 MG, TAB CHESTON COLD, DISPOSABLE SYRINGE 10 ML, DIS",7,['border security force']
"TAB TAXIM 0 200MG, TAXIM O DRY SYP 60ML, SYP AUGMENTIN DUO ORAL SUSPENSION, SYP AZIVENT 200 MG, TAB. RED",7,['border security force']
"TAB TAXIM O HUNDRED MG, TAB MOXCLAV SIX TWENTY FIVE MG, TAB LEVOCET, TAB ACECLO SP, TAB CHESTON COLD, TA",13,['border security force']
"TAB TELMA 40, TAB ECOSPRIN 150, TAB ECOSPIRIN 75, TAB TABWIN DP, TAB LIV 52, TAB ENOFF, SYP AZEE 100, SYP",10,['border security force']
"TAB TELMA CT 40 6. 25, TAB HATRIC 3, TAB SPASMONIL PLUS, TAB CEFOPROX CV 325 MG, TAB A TO Z, EYE DROP AQU",7,['border security force']
"TAB TELMAVAS H, TAB AMOPRESS 5MG, TAB BIOVAS 20MG, SYP PARA 250MG, SYP HY- ALKA, INJ DNS 500ML, TAB OLIRAM",4,['border security force']
"TAB TELMISARTAN 40 MG AMLODIPINE 5 MG, TAB IBUPROFEN 400 MG PARACETAMOL 325 MG, TAB NITROFURANTOIN 10",4,['border security force']
"TAB TELMISARTAN 40 MG, TAB AMLODEPIN BESYLATE 2 5 MG, TAB AMLODEPIN BESYLATE 5 MG, TAB IBRUPROFEN 400",7,['border security force']
"TAB TENELIGLIPTIN 20MG AND METFORMIN 1000MG, CAP CHOLECALCIFEROL 60000 IU, TAB CHLORZOXAZONE 500MG AN",7,['indo tibetan border police']
TAB THIAMINE HYDROCHLORIDE 100 MG RIBOFLAVIN SODIUM PHOSPHATE 5 MG PYRIDOXINE HYDROCHLORIDE 100 MG,19,['border security force']
"TAB TONACT 10, TAB SORBITRATE 5, TAB DISPRIN, TAB DEPLATT A 75, TAB ZOCON AS KIT, TAB SHELCAL HD, TAB NEU",22,['border security force']
"TAB TORTHROCIN 500, TAB ERINAC MR, TAB ACYCLOSURE TH 4, TAB PARACIP 500, TAB RABLEKEM 20, TA SPASMONNIL,",16,['border security force']
"TAB TYZA 250 MG, TAB LORAZEPAM 1 MG, TAB OFLOX OZ, TAB NAXDOM, LIQ CREMAFFIN PLUS 225 ml, SMUTH CREAM 30",4,['border security force']
"TAB ULTRACET, TAB CETZINE 10 MG, TAB CYCLOPAM, TAB EMSET 4, TAB FEBUTAZ 40, TAB GEMER 2, TAB GLYCIPHAGE S",31,['border security force']
"TAB VERTIN 8 MG, TAB AMLOPRESS 5 MG, TAB DISPRIN, TAB SINAREST, TAB CYCLOPAM, TAB SORBITRATE 5 MG, TAB DE",19,['border security force']
"TAB VOLTANEC- PR, TAB MOVEXX- SP, TAB AZOMYCIN- 500, TAB SEFIXIM- 200, TAB GEN MOX- CV, TAB SPASMONIL, TAB OLO",13,['border security force']
"TAB ZENTAL 400, TAB COMBIFLAM, TAB CIPCAL 500, TAB SINAREST, TAB MEFTAL SPAZ, TAB ONDEM, TAB DOLO 650, TAB",10,['border security force']
"TAB ZERODOL MR, TAB ALDIGESIC SP, TAB BUSCOGAST, TAB SINAREST, TAB MONTEFER LC, TAB DIGENE, SYP COLLINKUF",16,['border security force']
"TAB ZERODOL MR, TAB LIV 52, TAB ARBITEL- H, TAB DISPRIN, TAB SORBITRATE 5MG, TAB PANTOP 40MG, TAB PANTOP D",4,['border security force']
"TAB ZERODOL SP, ELECTRAL 21 POINT 8 GM, TAB TAXIM O 200, TAB O2, TAB MONTAIR LC, TAB ETHAMCIP 500, TAB ME",4,['border security force']
"TAB ZERODOL SP, TAB ZINCOVIT, TAB AZEE 500, TAB AVOMIN, TAB TAXIM O 200MG, TAB PAN 40, CAP EVION 400, CAP",4,['border security force']
"TAB ZINCOVIT, TAB ALBENDAZOLE PLUS, TAB AZITHROMYCIN 500 MG, TAB AMLOPRESS- AT, TAB STAMLO 5 MG, CAP SPO",10,['border security force']
"TAB ZYNCET 10 MG, TAB MONTAIR LC, TAB ALERID COLD, TAB SINAREST, TAB DOLO 500, TAB MOBIZOX, TAB BUSCOGEST",13,['border security force']
"TAB, CAP, SYP, INJ, ECG, SPIRIT, ORS, DISPO, LATEX",4,['border security force']
"TAB, CAP, SYP, INJ, OINT, ED, LOT, ROLL",4,['border security force']
"TAB, CAP, SYP, OINT, DROPS",7,['border security force']
"TAB. DISPRIN- 325, TAB. SORBITRATE- 5MG, TAB. ECOSPRIN- 150MG, TAB. FEBUXOSTAT- 40MG, TAB. ALPRAX- 0. 25, TAB. DULC",4,['central reserve police force']
"TAB. DROTIN M, TAB. ZERODOL MR, TAB. ZERODOL SP, TAB. AMOXYCLAVE 625 MG, TAB. TELMA 40MG, TAB. TELMA H, TA",4,['border security force']
"TABLET CHESTON COLD, TABLET LEVOFLOXACIN 500 MG, TABLET CEFODROXIME 200 MG, TABLET SHALCAL M 500 MG, CA",13,['border security force']
"TABLET CIPZOX, TABLET TELMA FOURTY, TABLET TELMA AM, OINTMENT OMNIGEL TEN MG, CAPSULE BECASULES, INJECTI",13,['border security force']
"TABLET COMBIFLAME, TABLET DIGENE, TABLET SARIDON, CAPSULE PANTOSEC D SR, TABLET LIMCEE, TABLET SHELCAL 5",4,['border security force']
"TABLET DISPRIN 300 MG, TABLET SORBITRATE 5 MG, TABLET CLOPIVAS 300 MG, TABLET ATOVIB 80 MG, TABLET DISP",16,['border security force']
"TABLET DISPRIN, TABLET SORBITRATE 5MG, TABLET GENMOX CV 625 MG, TABLET SPASMONIL, TABLET SUPRYADYN, TABL",13,['border security force']
"TABLET EAZYPET, DHPPIL INJECTION 01 ML, ARV INJECTION 01 ML, TABLET BRAVECTO, COTTON, LOTION KISKIN 100",4,['border security force']
"TABLET FCN 150 MG, TABLET ZERODOL SP, TABLET ONDEM 4 MG, TABLET OFLOTAG OZ, TABLET NEBISTAR 2. 5 MG, TABL",4,['border security force']
"TABLET FLEXON, TABLET CALPOL 650 MG, TABLET OFLOX OZ, TAB SINAREST, TABLET ACILOC 150 MG, TABLET DIGENE,",4,['border security force']
"TABLET, SYP, SPRAY, OIN",13,['border security force']
"TABLET, TABLE, CAPSULE, SYP, SPRAY, INJECTION",4,['border security force']
"TAMARIND ( IMLI ), CLOVES WHOLE",13,['indo tibetan border police']
TAMARIND PULP,4,['indo tibetan border police']
"TAMARIND PULP, garlic",7,['indo tibetan border police']
"TAMARIND, GARLIC",7,['indo tibetan border police']
"TARGET PAPER FIG 11 COMBAT, TARGET PAPER 4X4 COMBAT, TARGET PAPER 4X4 GROUPING, TARGET PAPER 4X4 ZEROI",19,['border security force']
"TARGET PAPER FIG 11, TARGET PAPER FIG 12, TARGET PAPER FIG A, TARGET PAPER FIG B, TARGET PAPER FIG C, TA",7,['border security force']
"TARGET SHEET, TARGET PAPER COMBAT 11, TARGET PAPER COMBAT 4X4, TARGET PAPER ZEROING 4X4, TARGET PAPER G",13,['border security force']
"TARGET WOODEN 1X1, TARGET TIN SHEET FIG- 11, TARGET TIN SHEET FIG- 12, TARGET PAPER FIG- 11, TARGET PAPER",10,['border security force']
"TARGET WOODEN FRAME 4X4, TARGET WOODEN FRAME 1X1, TARGET PAPER 4X4, TARGET PAPER 1X1, TARGET PAPER FIGE",4,['border security force']
TARPAULIN HOOD OLIVE GREEN WATER PROOF STD CAB SIZE 5. 15X5. 1 MTR WITH 15 MTR LASHING NYLON ROP AND,25,['indo tibetan border police']
"TARPAULIN, 560 GSM, OLIVE GREEN, WATER PROOF, 6 FEET WIDTH",16,['border security force']
"TATA 1613 TC COMBINATION SWITCH 24V, TATA 1613 TC OVERFLOW PIPE, TATA 1613 TC OIL FILTER, TATA 1613 TC",4,['indo tibetan border police']
"TATA SKY Set top Box ID No 1367057625 Upgradation, TATA SKY Set top Box ID No 1121415556 Upgradation",4,['central armed police forces']
"TATA Xexon, TATA Winger, New Holland, Royal Enfield, TVS Apache",4,['border security force']
"TELE BEETEL C51 WITH DISPLAY, TELE BEETEL B 11 CORDED WITHOUT DISPLAY, CORDLESS PHONE PANASONIC, 6MM S",4,['central armed police forces']
"TELE BEETEL C51 WITH DISPLAY, TELE BEETEL B11 CORDED WITHOU DISPLAY, CORDLESS PHONE, 1 POINT 5V AAA BA",7,['central armed police forces']
"TELE ROZER BOX, SCREW DRIVER SET, SOLDERING PASTE, LONG SCREW DRIVER, LAN EXTENDER, D SOLDERING GUM, DIGI",7,['central armed police forces']
TEMPERATURE CONTROLLED PURGING CHAMBER FOR NVDS,13,['border security force']
TERRACOTTA 20 LTR PACK,28,['central armed police forces']
"TEST KITS, TEST KIT, KITS, SUNDRIES, LAB SUPPLIES",4,['border security force']
"THIMBLE LUGS 90 SQM, THIMBLE LUGS 50 SQM, ALMN ADJUSTABLE LADDER 20 FT LONG HEAVY DUTY, STARTER STAR D",4,['central armed police forces']
"TICK COLLOR LARGE, SHAMPOO NOTIX, TAB BRAVECTO 1000 MG, INJ. DHPPL L, INJ. ARV, TAB. EASY PET, TAB. PERINO",16,['border security force']
TIE,13,['central industrial security force']
"TIE ROAD ASSY WITH END MARUTI GYPSY, ISC VALVE ASSY THROTTLE VALVE MARUTI GYPSY, KNUCLE OIL SEL SET M",4,['border security force']
"TIE ROAD ASSYMBLY MARUTI GYPSY, OIL. FILTER MARUTI GYPSY, OUTER DOOR HANDLE MARUTI GYPSY, WIPPER BLADE",13,['indo tibetan border police']
"TIMING BELT ASSY, FAN BELT ASSY, A C BELT, CAM SNSOR, TIMING BELT TENSINOR, FAN BELT TENSIONER, FUEL MAIN",7,['border security force']
"TONER CARTRIDGE 87 A, TONER CARTRIDGE 77A, TONER CARTRIDGE 137A, TONER CARTRIDGE 925, TONER CARTRIDGE 8",4,['border security force']
TONER CARTRIDGE FOR LASERJET PRINTER ACANBI ( XEROX B230 ),4,['border security force']
"TOWEL LARGE BOMBEY DYEING, TOWEL HAND BOMBEY DYEING, BOROSIL GLASS 295 ML, CUP SOUCER SEA SHELL, DIGITA",4,['indo tibetan border police']
TRAINING STORES FOR FIELD ENGINEERING,10,['central armed police forces']
TRANSFORMER OIL,25,['central armed police forces']
"TRANSPARENT FILE, UNIBALL ROLLER FINE PEN BLUE, UNIBALL 2 POINT 0 ROLLER GEL PEN, V 5 PILOT PEN GREEN,",4,['indo tibetan border police']
"TRANSPARENT TAP 1 AND HALF INCH, TRANSPARENT TAP 1 INCH, BROWN TAP 2 INCH, BROWN TAP 1 INCH, STAPLAR PI",31,['central armed police forces']
TRANSPORTATION OF DRY FRESH RATION SK OIL TENTAGE UTENSILS AND MISC GOVT STORE THROUGH PORTER PER D,7,['indo tibetan border police']
"TRANSPORTATION OF GOVT. STORES THROUGH PORTERS, PORTER REST DAY DURING THE LRP etc, TRANSPORTATION OF",28,['indo tibetan border police']
TRIANGULAR LATTICED AERIAL MAST,4,['central armed police forces']
"TSH Quant Card, T3 Quant Card, T4 Quant Card, ERBA XL Multical System Pack, ERBA XL NORM System Pack, ER",10,['central reserve police force']
"TSH quant card 50x6, T3 Quant card 50x4, T4 Quant card 50x4, Vitamin D Quant Card 10x10, VDRL KIT seroc",19,['central reserve police force']
"TUBLESS TYRE REAR, TUBLESS TYRE FRONT, SELF CARBON BRUSH, RELY INDICATOR, NUT BOLT",13,['border security force']
"TUBLESS TYRE TVS APACHE REAR, TUBLESS TYRE TVS APACHE FRONT, SELF CARBON BRUSH, RELY INDICATOR, NUT BOL",4,['border security force']
"TURBO CHARGER ASSY 0302DM0051N, INJECTOR 0305BM0071N, COMMAN RAIL FUEL INJECTION 0305BAM00260N, PRESSU",16,['indo tibetan border police']
"TURBOCHARGER TATA SUMO OVERHAULING, TURBOCHARGER TATA 407 OVERHAULING, FIP NOZZLE OVERHAULING OF TATA",4,['indo tibetan border police']
"TURMERIC POWDER, CHILLY POWDER, CORIANDER POWDER, CUMIN SABUT, CUMIN SABUT MDH",37,['border security force']
TURRAH RED,4,['border security force']
"TV, HDMI CABLE, WALL TV MOUNT, REMOTE, REMOTE BATTERY",10,['central armed police forces']
"TVS APACHE E OIL MAK 4T PLUS, ROYAL ENFIELD E OIL MAK 4T ROYAL, MAXIMILE E OIL 15W40 MAK, TRACTOR HYDR",10,['border security force']
"TVS APACHE OIL FILTER, RE OIL FILTER, RE AIR FILTER, M_ GYPSY OIL FILTER, BOLERO BS_ IV OIL FILTER, BOLERO",4,['border security force']
"TVS APCHE OIL FILTER, TVS APCHE AIR FILTER, TVS APCHE BRAKE SHOE, TVS APCHE CHAIN SET, TVS APCHE SEAT C",4,['border security force']
"TVS APPACHE M OIL, RE M OIL 15W 50, M AND M MAXIMILE ENGINE OIL, GEAR OIL HP 90, ENGINE OIL 15W 40, TQ O",4,['border security force']
"TVS Apache Motor Cycle Tyre 90 90 17F front ceat, TVS Apache Motor Cycle Tyre 110 8017R Rear ceat, Bo",16,['border security force']
"TVS Apache motor cycle tyre 90 90 17 F Ceat, TVS Apache motor cycle tyre 110 80 17 R Ceat, Bolero Tyr",10,['border security force']
TVS BAR CODE SCANNER,4,['indo tibetan border police']
"TVS M CYCLE APACHE, MARUTI GYPSY, BOLERO NEO SLE, TATA SUMO TATA 407, INNOVA SML MISC ITEMS",4,['border security force']
"TVS OIL FILTER, TVS APACHE AIR FILTER BS 4, TVS APACHE AIR FILTER BS 6, BOLERO OIL FILTER BS 4, BOLERO",4,['border security force']
"TWISTER, KETTLE BELL 5 KG CAPACITY, BODY VIBRATING, ABS ROLLER, DOLPHY TWISTER MECHINE",7,['border security force']
"TWO SEATER BENCH, MOON TABLE, ERASER, PEN, PENCIL",16,['central armed police forces']
"TYRE 1 for tata xenon, Tyre2 for bolero, TYRE 3 for tata xenon, Tyre4 for bolero, TYRE 5 for tata xenon",34,['border security force']
"TYRE 235 65 R 17 R, TYRE 235 65 R 17 L, TYRE 235 65 R 17 BL, TYRE 235 65 R 17 ST, T",4,['border security force']
TYRE 245/ 75 R- 16,4,['border security force']
"TYRE HEAVY VEHICLE, TUBE HEAVY VEHICLE, FLAP HEAVY VEHICLE, TYRE TATA XENON, TYRE TVS APACHE",7,['border security force']
"TYRE MRF FOR SML BUS, TYRE MRF FOR BOLERO, TYRE MRF FOR TATA SUMO, TYRE MRF FOR FORCE AMBULANCE, TYRE T",13,['border security force']
"TYRE PRESSURE GUAGE, VALVE DIE, FOOT PUMP, GREASE GUN 200 GM, GREASE GUM 500 GM, INSPECTION LAMP, JACK WI",7,['border security force']
"TYRE SIZE 10. 000X20 16PR WITH TUBE AND FLAP, TYRE SIZE 235/ 65 R17, TYRE SIZE 245/ 70 R16",13,['indo tibetan border police']
TYRE SIZE 13R 22. 5 APPOLO TUBE LESS,4,['border security force']
"TYRE SIZE 195R15LT 8PR, TYRE SIZE 13- R- 22. 5 18PR",4,['indo tibetan border police']
"TYRE SIZE 2 X75- 18 WITH TUBE, TYRE SIZE 3X25- 19 WITH TUBE AND TYRE SIZE 90X90- 19 WITH TUBE, TYRE SIZE",22,['national security guard']
"TYRE SIZE 235/ 65R17 TUBELESS CEAT, TYRE SIZE 215/ 75R15 TUBELESS CEAT, TYRE SIZE 215/ 75R15 WITH TUBE C",16,['border security force']
"TYRE SIZE 235x65 R17 MRF Tubeless, TYRE No 235X65 R17 MRF Tubeless, TYRE SIZE 215X75 R15 MRF Tubeless",25,['border security force']
TYRE SIZE 245/ 75 R 16 PIRELLI SCORPION MAHINDRA RAKSHAK BULLET PROOF LIGHT VEHICLE,4,['border security force']
"TYRE SIZE 255 60R 18, TYRE SIZE 235 70R 16, CYLINDER CLUTCH RELEASE, FILTER INSERTS BOSCH, WHEEL CYLIND",13,['indo tibetan border police']
"TYRE SIZE 7. 50X16 TYRE WITH TUBE AND FLAP, TYRE SIZE 195R15 TYRE WITH TUBE, TYRE SIZE 90 90- 18 TYRE W",19,['indo tibetan border police']
"TYRE SIZE 90 90 17, TYRE SIZE 110 80 17, TYRE SIZE 3 25 19 Rear, TYRE SIZE 3 25 19 Front, TYRE SIZE 235",31,['border security force']
"TYRE SIZE 90 X 90- 17 TUBELESS CEAT FOR TVS APACHE MOTOR CYCLE FRONT, TYRE SIZE 110 X 80- 17 TUBELES",4,['border security force']
TYRES SIZE 215/ 75 R15 MRF,4,['border security force']
"Tab A to Z, Tab Defcort, Tab Dulcoflex, Tab Trajenta 5 mg, Tab Febutax 40, Tab Shelcal HD, Tab Dytor 20 m",4,['border security force']
"Tab AZIKEM 500mg, Tab Norflokem TZ, ELECTRAL SACHET 21. 8gm, Cap Pantop DSR, Tab Lipaglyn 4mg, Tab Udiliv",7,['border security force']
"Tab Acceclo Sera, Tab Mega CV 625, Tab Alerid Cold, Syp Ambrodil- S 100ml, Syp Zedex 100ml, Tab Limcee, In",7,['border security force']
"Tab Aceclo PMC and serra, Tab Vitamine C, Tab Amoxy and potassium Cla 625, Tab Ibuprofen PCM and Chlor",25,['border security force']
"Tab Aciloc 300, Tab RovixIm LB, Cap Esofag D, Tab Galvusmet 50 500, Tab Galvusmet 50 1000, Tab Cilaheart",4,['border security force']
"Tab Amoxycillin 500 mg Potassium Clavulanate Acid 125 mg, Acetylsalicylic Acid 325 mg, Isosorbide Din",7,['border security force']
"Tab Amoxyclave 625, Tab Dolo 650, Tab Montair LC, Tab Glycomet GP1, Tab Noxitef TZ, Tab Nulong 10mg, Tab",4,['border security force']
"Tab Antioxidant with Multivitamin and Mineral B12, Tab Calcium D3, Tab Glimepride 2mg with Metformin",7,['central reserve police force']
"Tab Augmentin 625, Cap Becosule Z, Tab Pantop HP, Cap Pantocid D, Syp Alex 100 ml, Syp Grilinctus BM 100",4,['border security force']
"Tab Avil 25 mg Mfg by Sanofi India Ltd, Tab Acivir 800 DT Mfg by Cipla Ltd, Cap Becosule Z Mfg by Pfi",4,['border security force']
"Tab Azithro, Tab Clavum, Tab UDCA, Tab HepamarzTab, Tab Loperamide, Tab Drotin, Tab Feburic, Tab PCM, Tab P",7,['border security force']
"Tab Azithromycin 500, Tab Amoxy clavunic aicd 625, Tab Cefixime 200, Cap Omeprazole 20, Tab Cetrizine 1",4,['border security force']
"Tab Becosule, Tab Diclopara, Tab Aceclopara, Tab Ranitidine 150 Mg, Tab Iron AND Folic acid, Tab Terbina",13,['border security force']
"Tab Bravecto 1000mg, Anti- tick collar",10,['central armed police forces']
"Tab Calpol 650mg, Tab Digene, TAB DP Gesic, Tab Levocetrizen 5mg, Tab Avil 25mg, Cap Ocid 20mg, Tab Metro",4,['border security force']
"Tab Cefixime 200 mg, Tab L Hist, Tab Shalcal 500 mg, Tab Powergyl OZ, Tab Cheston Cold, Electrol Powder,",4,['border security force']
"Tab Ciplox 500 mg, Tab Sinarest, Tab Sorbitrate, Tab Loperamide, Tab Evion 400 mg, Cap Becosules, Syp Alk",4,['border security force']
"Tab Combiflam, Tab Calpol 500, Tab Calpol 650, Volini Gel 12 gm, Tab Flexon MR, Diclomol SP 10 Tablet, Ta",13,['border security force']
"Tab Combiflam, Tab Digene, Tab Cefixime 100 mg, Tab Silybion 70 mg, Tab Metrogyl 400 mg, Inj DNS 500 ml,",4,['border security force']
"Tab Combiflame, Tab Levofloxacin 500 mg, Tab Limcee 500mg, Tab Pan 40 mg, Tab Calcium, Tab Dulcoflex, Tab",4,['border security force']
"Tab Diclofenac Sodium and Paracetamol, Diclofenac Sodium and Thiocolchicoside tab, pain relief gel 15",4,['border security force']
"Tab Digene, Tab Cough Lozenges, Inj Dopamine, Inj Levetiracetam 100mg, Inj TT, Drop CMC, Drop Ciprofloxac",4,['central armed police forces']
"Tab Disprin, Tab Sorbitrate 5mg, Tab Alerid Cold, Powd Leebiotic, Inj MVI 10ml, Tab Defcort 6mg, Liq Gelu",19,['border security force']
"Tab Ecosprin 75 mg, Tab Dolo 650 mg, Tab Telmikind AMH, Tab Telmikind AM, Tab Telmikind H, Tab Monocef C",16,['border security force']
"Tab Glyciphase 500, Tab Metolar XR 50, Tab Telma AM, Tab Telma H, Tab Telma 40, Tab Sinerest, Tab Meftal",10,['border security force']
"Tab Gudgesic TH, Mankind Pharma, Oint Dermikem OC 15 gm, Alkem, TAB Folvite 5 mg, Pfizer, TAB TELMIKIN",4,['border security force']
"Tab Isosorbide Dinitrate 5 mg, Tab Ciprofloxacin 500 mg, Tab Norfloxacin 400 mg, Tab Dicyclomine and P",16,['border security force']
"Tab Lariago DS 1x5, Tab Calcium D3 1x15, Tab Tegritol 250 mg 1x10, Tab Lobazam 10mg 1x10, Tab Clinidipi",7,['central reserve police force']
"Tab Larigo DS, Tab Larinate 200mg, Inj Larinate 120mg, Tab Malarid DS, Tab Doxy 1 L, Tab Combiflam, Tab O",10,['border security force']
"Tab Lopamide 2mg, Tab Limcee, Tab Strepsils, Cap Becosule- Z, Liq Gelusil MPS, Tab Meftal Spas, Inj Supers",4,['border security force']
"Tab M Solvin, Tab Solvin Cough, Ointment Sumo 15 mg, Spray Sumo 35 gm, Syrup Calpol 250 mg, Syrup Cefixi",4,['border security force']
"Tab Maxtra P, Tab Ozotel AM 40- 5, Tab Avil 25mg, Tab Glenpaz 40, Tab Neurobion Forte, Candifung 1 Percen",13,['border security force']
"Tab Meftal forte, Tab Ceftum 500, Syp Unienzyme, Tab Unienzyme, Syp Digene, Tab Jardiance 25, Inj Montaz",4,['border security force']
"Tab Montair LC, Cap Pan D, Tab Zerodol SP, Tab Amoxyclav 625, Tab Lecope AD, Tab Sinarest, Tab Meftal SPA",31,['border security force']
"Tab Montair LC, Tab Airid, Tab AB Phylline SR 200, Tab Sumo, Tab Zedocef cv 200, Cap Pantop- D, Tab Zerod",28,['border security force']
"Tab Montair LC, Tab Alerid, Tab A B Phylline SR 200, Tab Sumo, Tab Zedocef CV 200, Tab Acyclosure TH 4, T",22,['border security force']
"Tab Nitrofurition 100 mg, Tab Telmisartan 40 mg, Tab Clopidogrel 75 mg, Tab Ganaton 50 mg, Tab Prazopre",4,['central armed police forces']
"Tab Nitroglycerine 2. 6 mg strip of 30, Inj LMWH 60 mg, Diluent Bonavera Count 20 Litre, Ez Cleaner Bon",4,['central armed police forces']
"Tab Norflox- 400 mg, Tab Combiflame 325mg + 400mg, Tab Ofofer- XT, Syp Taxim 100 mg, Eye Drop Ciplox, Tab B",10,['central armed police forces']
"Tab Pacimol 650 Mg, Tab Pacimol 500mg, Tab Cetirizine 10 mg, Tab Voveran SR 100 mg, Tab Domperidone 10",10,['central armed police forces']
"Tab Rantac or Ranitidine, Tab Cetirizine 10 mg, Tab Paracetamol 500, Tab perinorm or Ondansrtron 10 mg",4,['border security force']
"Tab Sazee 500mg, Tab Amlo AT, Tab Jerol, Tab Cipcal 500 mg, Tab Disprin, Tab Vomistop 10mg, Tab Fabutax 4",16,['border security force']
"Tab Sigadex DPM 1000, Tab Nebivol 2. 5, Tab Etolol Am 50 mg, Tab Biozocin 5 XL, Tab Teneright M 500ER, Ca",4,['border security force']
"Tab Solvin cold, Tab Dolo 650, Tab Febutax 40 mg, Tab Gudcef plus 200, Tab Gudcef 200, Syp Gudcef CV 100",4,['border security force']
"Tab Teneblu M, Tab Olmezest H2O, Tab Inogle M 500, Tab Gemer 5 mg, Tab Nucoxia 90 mg, Tab Orofer XT, Oint",4,['border security force']
"Tab Trypsin and chymotrypsin, Tab Calcium with Vit D3, Syp Pnylpnrn 5 mg Chlorpn 2 Dextrmethn, Tab Ofl",10,['border security force']
"Tab Zerodol P, Tab Telma 40, Tab Amlopress AT, Tab Azee 500, Tab Taxim O 200 mg, Syp Grillictus BM 100 m",4,['border security force']
"Tab Zerodol- SP, Tab Ciplox TZ, Tab Ecosprin 75 mg, Tab Zerodal MR, Tab Avil 25 mg, Tab Ultracet, Tab telm",7,['border security force']
"Tab Zofer MD Mfg by Sun Pharmaceuticals Industries Ltd, Tab Cheston Cold Mfg by Cipla Ltd, Tab Azithr",31,['border security force']
"Tab calpol 650, Tab Intadol SP, Syp Intacid MPS 170 ml, Tab Vomisheild 4MD, Tab Criticold plus, Tab Phen",4,['border security force']
"Tab. Azithral 500mg, Tab. O2, Tab. Aciloc 300mg, Cap. Pezover DSR, Tab. Combiflam, Tab. Cheston Cold, Tab",4,['border security force']
"Tab. Parazex 650mg, Tab Acep P, Tab. Acep SP, Tab. Acep MR, Tab. Doctoclav LB 625mg, Tab. Qfixim 200mg, Ta",4,['border security force']
Table Fan/ Wall Mount Fan/ Ceiling Mount Fan as per IS 555,10,['indo tibetan border police']
"Table Glass 12 mm Size As Per Daring with polish, Table Glass 12 mm Size 65x36 inch with polish, Tabl",4,['indo tibetan border police']
Table Top Autoclave,4,['indo tibetan border police']
Table Top Elevator Writing Desk,4,['indo tibetan border police']
Table Top Glass,4,['central armed police forces']
Tablet Based Biometric Attendance System ( V2 ),19,['central armed police forces']
Taflon Tape as per IS 14635,4,['national security guard']
"Tags for Files ( V2 ) as per IS 8499, Laminating Film Rolls, File Folder Cover ( V2 ), Transparent Tape ( V",16,['central armed police forces']
"Talc Sheet DTG 50MM, Paint Green, PVC Wire 4 Sq mm, Tarpaulin 18x15, Sand Bag, Linoleum Sheet, Nylone Rop",4,['central armed police forces']
"Talc Sheet, Highlighter Pen, Binder Clip Small 19mm, Pilot Pen V5 Blue Black Green, Fevicol 200ml, Paper",13,['central armed police forces']
"Talc sheet, Whitener, Thumb pin med size, Jems Clip, T- Pin, Scissors best quality, Stamp pad Ink 500ml, Fe",7,['central armed police forces']
"Tape Transparent 1 inch Nichiban, Both side tape 1 inch, Talc Sheet, Drawing sheet all colour, Laser po",13,['central armed police forces']
"Target Bamboo 8 feet long, Target Tin Sheet Fig 11, Target Tin Sheet Fig 12, Target 4 feet x 4 feet Wo",7,['border security force']
Target Face- Archery ( V2 ),4,['indo tibetan border police']
"Target Face- Archery, V2",4,['central armed police forces']
"Target Face- Archery, V2, Geru/ Red ochre, L",7,['indo tibetan border police']
Target Face- Shooting,10,"['indo tibetan border police', 'central armed police forces']"
"Target Face- Shooting, Target Face- Archery, V2, Tar",7,['border security force']
"Target Paper Combat Figer 11, Target Paper 40 into 4 grouping, Stop watch Kardiff Racher, Red cloth te",4,['central armed police forces']
"Target Paper Figure 1x1 Combat, Target CGI Sheet Figure 1x1, Red Flag, Target Stitching Paper, Blue Fla",4,['central armed police forces']
"Target Tin Sheet Fig- 11, Target Paper Combat Fig- 11, Bamboo for Target, Target Paper 4x4Combat, Nails",13,['border security force']
"Target tin sheet figure 11, Target paper figure 11, Target tin sheet figure 12, Target tin sheet CQB, T",7,['border security force']
"Tarpaulin/ Body Canopy for Defence Vehicles, Tarpaulin",25,"['indo tibetan border police', 'central armed police forces']"
"Tata 1212 1000x20 Skid Chain, Tata 407 825x16 Skid Chain, Bolero Camper 235 I 70R15 Skid Chain, Tata W",4,['central armed police forces']
"Tata 1212 Chassis No MAT 525122G2N25860 Clutch Plate, Tata 1212 Chassis No MAT 525122G2N25860 Pressu",4,['central armed police forces']
"Taxim- o 200 MG, Clamp, Azimax, Solvin Cold, Alex, Alex jounior, sorbilline, First Aid Band Aid",28,['border security force']
Taylormade Golf Kit,7,['border security force']
Tea,22,['central armed police forces']
