item,count,ref_nos
construction of police chowki sainder barabanki,1,"[""['1096/pan/cul/et/19-20  16-03-2020']""]"
construction of oht at police line etah,1,"[""['5048/Nivida/75, Dt. 31.12.2018']""]"
construction of internal roads under police line,1,"[""['145/AA1/18-19']""]"
construction of police choki in choki saray,1,"[""['2902 B']""]"
construction of police modern school at gomtinagar,1,"[""['216/PAN/CUL/ET/2018/19']""]"
construction of police modern school at gomatinagar,1,"[""['168/PAN/CUL/ET/2018/19']""]"
remaining work in police line cherrat,1,"[""['229/pan/cua/pl cherrat/E-T/18']""]"
construction of police station para lko,1,"[""['360/Nivida Soochana/13 dt. 18.04.18']""]"
supply of cement at police line balrampur,1,"[""['46/PAN/GONDA/18-19']""]"
repair of primary school in police line,1,"[""['0024/E.E./VNS/2017-18']""]"
construction of police station para lucknow,1,"[""['292/nividasuchana/12 02/04/18']""]"
supply of building material at police jalaun,1,"[""['268/PAN/CUJ/17-18']""]"
release of additional load of police line,1,"[""['12/2017-2018 EUDD II MEERUT']""]"
renovation of nrl police outpost barracks,1,"[""['OC15000155/SAR']""]"
result for costruction work of administrative building of district cyber police station in police line compound in district ghazipur,1,"[""['384/M-11/22, Dt. 10.03.2025']""]"
construction of non residential building of new police station ankur vihar thana loni police commissionerate ghaziabad,1,"[""['755/M-1/69 Dated 15.03.2024']""]"
construction of 03 hall in police modern school at reserve police line agra distt agra u. p.,1,"[""['5262/PAN/ET/23-24, DT. 22-11-2023']""]"
bathrooms in the police line,1,"[""['2775/E-Ten/23-24_Dt_10-10-23']""]"
police office in the financial year 2023- 24 in rampur district.,1,"[""['2775/E-Ten/23-24_Dt_10-10-23']""]"
repair work of toilets,1,"[""['2775/E-Ten/23-24_Dt_10-10-23']""]"
construction work of non- residential buildings of new police chowki dudhadhari under kheragarh police station of district- agra,1,"[""['S.No.-1/1540/DW-24/134 DATED 13/09/2023']""]"
other repair work in campus.,1,"[""['BH-116/2021']""]"
construction of boundary wall of horse riding school in mounten police at police line interlocking,1,"[""['BH-116/2021']""]"
construction of 32 capacity hostel,3,"[""['1579/44 C- Jhansi Circle/20 Dt- 02-03-2020']"", ""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']"", ""['2272/44 C- Jhansi Circle/20 Dt- 28-04-2020']""]"
narahat in lalitpur district.,1,"[""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']""]"
one vivechana room in police department police station,5,"[""['2809/44 C- Jhansi Circle/20 Dt- 05-06-2020']"", ""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']"", ""['470/44 C- Jhansi Circle/20 Dt- 22-01-2020']"", ""['1579/44 C- Jhansi Circle/20 Dt- 02-03-2020']"", ""['2272/44 C- Jhansi Circle/20 Dt- 28-04-2020']""]"
purakalan in lalitpur district.,1,"[""['1579/44 C- Jhansi Circle/20 Dt- 02-03-2020']""]"
balabehat in lalitpur district.,1,"[""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']""]"
construction of 16 capacity hostel,3,"[""['2809/44 C- Jhansi Circle/20 Dt- 05-06-2020']"", ""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']"", ""['470/44 C- Jhansi Circle/20 Dt- 22-01-2020']""]"
madawara in lalitpur district.,1,"[""['2809/44 C- Jhansi Circle/20 Dt- 05-06-2020']""]"
madanpur in lalitpur district.,1,"[""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']""]"
girar in lalitpur district.,1,"[""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']""]"
pali in lalitpur district.,1,"[""['470/44 C- Jhansi Circle/20 Dt- 22-01-2020']""]"
talbehat in lalitpur district.,1,"[""['2272/44 C- Jhansi Circle/20 Dt- 28-04-2020']""]"
saujana in lalitpur district.,1,"[""['2295/44 C- Jhansi Circle/20 Dt- 01-05-2020']""]"
construction of police line adesh kachh to paschim nirichhak awash tak link road in police line ground,1,"[""['785/5A/2018-19  DATED 25-03-2019']""]"
construction of boundary wall of police station upto height of 12 feet at police station r s pora,1,"[""['e-NIT/EE-PCD/PHQ/09/2018-19']""]"
construction work of administrative building for police station siktaur sonbarsa by upgrading the reporting police post siktaur balapar in sonbarsa area under police station chiluwatal in gorakhpur district lot no 2 of 4,1,"[""['3665/135C-Gorakhpur Circle/2024 Dated 06-06-2024']""]"
construction work of residential building for police station siktaur sonbarsa by upgrading the reporting police post siktaur balapar in sonbarsa area under police station chiluwatal in gorakhpur district lot no 3 of 4,1,"[""['3665/135C-Gorakhpur Circle/2024 Dated 06-06-2024']""]"
shahpeer gate police post to sohrab gate police post.,1,"[""['6015/SNV-PATCHTENDER/2024']""]"
patch repair work by hotmix of the road from ward- 47,1,"[""['6015/SNV-PATCHTENDER/2024']""]"
painting,9,"[""['2980/10 AE-tendering_19-20 Dated 05-12-2019']"", ""['21-08-2024/NAGAR NIGAM AGRA/28-08-2024/69']"", ""['14/EE/CBMD M-233/PWD/DS/2012-13']"", ""['19-09-2024/NAGAR NIGAM AGRA/25-09-2024/02']"", ""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']"", ""['BH-62/2021(PRASTAV) Dt 04.01.2023']"", ""['GEM/2023/B/3261497']"", ""['48/ ECD(D)GN/L/E-Tender/ 2020-21']"", ""['2383 dt 03.10.2019']""]"
police line type i newbuliding block aouter wall reapring,1,"[""['GEM/2023/B/3261497']""]"
police line type i newbulidi,1,"[""['GEM/2023/B/3261497']""]"
police line house,1,"[""['GEM/2022/B/2604974']""]"
bathroom floor,1,"[""['GEM/2022/B/2604974']""]"
police line house no 6 type i toilet,1,"[""['GEM/2022/B/2604974']""]"
window reparing work,1,"[""['GEM/2022/B/2604974']""]"
door fitting ),1,"[""['152/PAN/CUG/E-TENDER/20-21 dt. 11-06-2020']""]"
construction of police modern school at police line distt- bahraich ( supply of sanitary flush door shutter,1,"[""['152/PAN/CUG/E-TENDER/20-21 dt. 11-06-2020']""]"
bareilly.,2,"[""['65/EDCB/2020-21']"", ""['185/P.A.N./C.U.B./259/2018-19']""]"
fixing of m. s. grill,1,"[""['185/P.A.N./C.U.B./259/2018-19']""]"
fabrication supply,1,"[""['185/P.A.N./C.U.B./259/2018-19']""]"
channel gates at police modern school old police line,1,"[""['185/P.A.N./C.U.B./259/2018-19']""]"
mo. cicil line ( madhya ) police adhikshak karyalaya se police adhikshak awas tak nala nirman karya,1,"[""['1467/2017-18/1811']""]"
police line to the hall of the auditorium,1,"[""['894/MUKA/2021-22 DATE-10/08/2021']""]"
up to mahila police station,1,"[""['894/MUKA/2021-22 DATE-10/08/2021']""]"
road improvement work by pc from main gate to ri rajkumar mishra gate within police line,1,"[""['894/MUKA/2021-22 DATE-10/08/2021']""]"
from gheriya line gate to the hospital gate.,1,"[""['894/MUKA/2021-22 DATE-10/08/2021']""]"
result for rashan for horses in police lines aligarh,1,"[""['V-02/2025']""]"
result for construction of police station nawabganj,1,"[""['555/SE/PYG/NIT/E-Tender/24-25']""]"
pratapgarh,3,"[""['E-NIT 14/2017-18 NAGAR PARISHAD PRATAPGARH']"", ""['555/SE/PYG/NIT/E-Tender/24-25']"", ""['E-NIT 13/2016-17 PWD Dn. III PRATAPGARH']""]"
result for karma police post to hathigani road,1,"[""['91/5A/2025 dt. 16-01-2025']""]"
light weight tactical boot for cobra police,4,"[""['GEM/2024/B/5604593']"", ""['GEM/2024/B/5604593', 'GEM/2025/R/432271']"", ""['GEM/2024/B/4600876']"", ""['GEM/2023/B/3690706']""]"
repairing for teen shed in police line aligarh,1,"[""['BH-237/24']""]"
installation of submersible pump in police line aligarh,1,"[""['BH-241/24']""]"
construction of police station rampur manjha at ghazipur,1,"[""['129/SE-VNS/E-TENDER/2024-25']""]"
light boxes- portable body light for police,2,"[""['GEM/2024/B/5550159']"", ""['GEM/2023/B/3817336']""]"
construction of mulipurpose hall in police line pilibhit,1,"[""['1642/31A date 14-08-2024']""]"
construction of toilet complex in police lines bareilly,1,"[""['BHA-93/2023 DATED 12.02.2024']""]"
maintenance of 20 toilets complex of ghudswar police,1,"[""['BHA-84/2023 DATED 08.02.2024']""]"
construction of rtrwh csr polic circle malawan,1,"[""['1678_LS_tak_Rwh_1_08-12-2023']""]"
police line me pitch road marammat karya,1,"[""['05']""]"
kushinagar,4,"[""['98/EDC(K)/S/2019-20']"", ""['3287/GM(GKP ZONE)/NIVIDA/RNN/22-23 Dt.14.02.2023']"", ""['274/G.M.(Gkp. Zone)/NIVIDA/RNN/23-24']"", ""['31/EDC(K)/S/2022-23']""]"
female hostel/ barrack at police line,1,"[""['3287/GM(GKP ZONE)/NIVIDA/RNN/22-23 Dt.14.02.2023']""]"
10. pitch repair at police line kushinagar,1,"[""['2022-23']""]"
mukhya mantri utkrisht seva police padak,1,"[""['GEM/2023/B/3259053']""]"
iron based barrier for traffic police use,1,"[""['GEM/2023/B/3187055']""]"
estimate for highmast light at polic line azamgarh.,1,"[""['640/E.E./Azh/E-Tender/2022-23 dt. 16.12.2022']""]"
renovation/ renovation work of cantt police station.,1,"[""['17/GDA/2022-23/20072022']""]"
lalitpur,7,"[""['23/EDC/L/2024-25']"", ""['68/PAN/CUJ/(E-TENDER 07)/2019-20 DATE 04-05-2019']"", ""['03/PM-12/UPPCL/2022-23']"", ""['33/EDC(L)/2021-22']"", ""['43/EDC(L)/2023-24']"", ""['36/EDC(L)/2020-21']"", ""['04/EDC(L)/2023-24']""]"
construction of police chowki at district jail,1,"[""['03/PM-12/UPPCL/2022-23']""]"
construction of guest room at police station shergarh,1,"[""['NIT No.2/2021-22 of EE PWD Division Shergarh']""]"
renovation work of primary school police line,2,"[""['1145/J.ni.vi/E-Nivida such/2020-21 dt.12.02.2021']"", ""['1015/J.ni.vi/E-Nivida such/2020-21 dt. 27.01.2021']""]"
repair work of barrack at police line pratapgarh,1,"[""['NIT No 23 of 2020-21MD, RPHCCL, Jaipur']""]"
lighting box ( flasher for police vehicles )- is: 10322,1,"[""['GEM/2021/B/992646']""]"
construction of guest room at police station balesar,1,"[""['NIT No.9/2020-21 of EE PWD Dn. Shergarh']""]"
construction of hardikala police chowki ( thana- bargadh ),1,"[""['3739/35C-Banda Circle/2020 Dt. 21-08-2020']""]"
repair of administrative building at police thana mandawar,1,"[""['NIT 06 / 2020-21 EE PWD Dn. Mahuwa']""]"
supply of building material at police line mainpuri,3,"[""['1413/PAN/CUA/E-TENDERING/19-20']"", ""['327/PAN/CUA/E-TENDERING/20-21']"", ""['1212/PAN/CUA/E-TENDERING/19-20']""]"
construction of residance quarters at police line kasganj,1,"[""['192/PAN/CUA/E-TENDERING/20-21']""]"
construction of residential quarters at police line kasganj,1,"[""['192/PAN/CUA/E-TENDERING/20-21']""]"
construction of transit hostel at police line pratapgarh,1,"[""['128/W-40/01 dated 19.02.2020']""]"
electrification work of police chowki sainder barabanki,1,"[""['40/pan/cul/et/19-20 28-04-2020']""]"
development of deep tubewell at police line,1,"[""['166/AC-3/42 Dated 11.02.2020']""]"
pvc pipe line ishak to police choki,1,"[""['21/ET/NPPNBD/2019-20']""]"
bhimpur khapura to rampur police line road,1,"[""['MMGSY-19-ARWAL-03']""]"
supply of coarse sand at police line mainpuri,1,"[""['712/PAN/CUA/E-TENDERING/19-20']""]"
repair link road kaushambi police line,1,"[""['756/31-10-2019']""]"
construction of police chouki building raipura jaat.,1,"[""['1926/9A-PD/2019 Dated 25/05/2019']""]"
deposite work in magraul police traning centre,1,"[""['25/EDC(O)/W/2019-20']""]"
supply of material of police morden school at bahraich,2,"[""['417/PAN/CUG/19-20 Dt. 05-10-2019']"", ""['418/PAN/CUG/19-20 Dt. 05-10-2019']""]"
digitization of 50 lakh records of up police headquarters,1,"[""['Equip cell-digitization(3)2019']""]"
renewal of uldepur police chowki to palheda road,2,"[""['970/3A DT 21.05.2019']"", ""['455/3A DT 01.03.2019']""]"
16 person hostel police line mau,1,"[""['139/pan/cuvns/etender/2018-19']""]"
full body protector set for up police/ pac,1,"[""['PAC-MS-HC-54-2016']""]"
related civil works of departmental police station,1,"[""['05/ECDD/MBD/2018-19']""]"
labour rate ( prw ) at police line bahraich,1,"[""['41/PAN/GONDA/18-19']""]"
supply of cement at police line balrampur- 271201,1,"[""['143/PAN/GONDA/18-19']""]"
supply of cement at police line bahraich- 271801,1,"[""['142/PAN/GONDA/2018-19']""]"
supply of bricks at police line bahraich- 271801,1,"[""['114/PAN/GONDA/18-19']""]"
supply of bricks at police station ashothar,2,"[""['79/13.06.2018']"", ""['04/07.04.2018']""]"
fatehpur,9,"[""['04/07.04.2018']"", ""['63/EDCF/WORK/2022-23']"", ""['88/15.06.2018']"", ""['59/EDCF/WORK/2024-25']"", ""['73/11.06.2018']"", ""['13/18.04.2018']"", ""['05/07.04.2018']"", ""['90/15.06.2018']"", ""['79/13.06.2018']""]"
supply of building mateial at police line bahraich,1,"[""['114/PAN/GONDA/18-19']""]"
supply of building material at police line bhinga,1,"[""['42/PAN/GONDA/18-19']""]"
remaining work in police line cheerat aligarh,1,"[""['113/PAN/CUA/CHHERAT/E-TEN/18']""]"
const. patch work at police line gate,1,"[""['552018(21)']""]"
supply of building material at police line balrampur,2,"[""['47/PAN/GONDA/18-19']"", ""['45/PAN/GONDA/18-19']""]"
supply of building material at police line bahraich,1,"[""['48/PAN/GONDA/18-19']""]"
police station gadaganj mai toilet nirman,1,"[""['4882/red/ dt 24.3.2018']""]"
police station jagatpur mai toilet work,1,"[""['4882/red/ dt 24.3.2018']""]"
police station mahrajganj me tiolet works (mahrajganj),1,"[""['4882/red/ dt 24.3.2018']""]"
police station kheero mai toilet nirman,1,"[""['4882/red/ dt 24.3.2018']""]"
police station shivgarh mai toilet nirman,1,"[""['4882/red/ dt 24.3.2018']""]"
supply of building material at police line lalitpur,1,"[""['273/PAN/CUJ/17-18']""]"
supply of building material police line jalaun,1,"[""['270/PAN/CUJ/17-18']""]"
police colony ke 38 doors replacement,1,"[""['102 dated 05.01.2018']""]"
construction of police chouki building runakta agra,1,"[""['3910/9A-PD/2017    Date 10/08/2017']""]"
renewal of police line chauraha to dashashvmedh parking.,1,"[""['1496/183COM-VARANASI CIRCLE/17 DATE 25.03.17']""]"
various work in police thana pratapgarh,1,"[""['EE PWD DN III PTG NIT No 17/2016-17(21)']""]"
repair,32,"[""['06/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['ITBP/46th Bn/Engr/AC Repair/2024/3399']"", ""['2721/E-Ten/22-23_Dt_19-11-22']"", ""['WBPHED/EE/NIeT-56/AD/2024-2025']"", ""['1347/9A-PD/2022 Dated 17/05/2022']"", ""['EE PWD DN III PTG NIT No 17/2016-17(21)']"", ""['09/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['23/EE/E-Tender/Auraiya/23-24 DT 21-04-2023']"", ""['26-11-2024/NAGAR NIGAM AGRA/09-12-2024/415']"", ""['636/E-T/PWD']"", ""['1703/9A-PD/2020 Dated 15/06/2020']"", ""['252/nirman/2022-23 Dt. 17.03.2023']"", ""['e-NIT/EE-PCD/PHQ/96/2024-25']"", ""['610/4/PA-T/2023-24 Dt. 21.08.2023 (S.no-08)']"", ""['11/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['18/2513/B2']"", ""['2594/9A-PD/2024 Dated 28-06-2024']"", ""['594/10a/2022 Date 12.04.2022']"", ""['240/4A dated 23.03.2021']"", ""['1414/ddcsre/2019']"", ""['472-3/RABijnor-2021']"", ""['10/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['07/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['620/9A-PD/2020-21 Dated 16-02-2021']"", ""['02Camp/9A-PD/2021 dated 05/05/2021']"", ""['13/PCL/PM/PRAYAG/2024-25/DT. 15.01.2025']"", ""['08/PCL/PM/PRAYAG/2024-25/DT. 29.11.2024']"", ""['4349/9A-PD/2023 Dated 08/08/2023']"", ""['2978/9A-PD/2019 Dated 31/07/2019']"", ""['BPDM- 16 of 2017/2018']"", ""['1149/4A Camp dated 27.12.2019']"", ""['1431/11Kam-B-Pra.Vritt/2022-23 Dt 17.02.2023']""]"
construction of boundary wall at police thana pratapgarh,1,"[""['EE PWD DN III PTG NIT No 17/2016-17(6)']""]"
construction of latrine at police training centre at angul,1,"[""['MCL/GM(HA)/CIVIL/e-Tender/2012-13/128 Dtd.14.03.13']""]"
constn. police station dadri distt. bhiwani,1,"[""['HPHC/2013/1/06']""]"
police station bargarh block mau district chitrakoot,1,"[""['865/35C-BC/2025 Date 22-02-2025']""]"
construction work of residential buildings of new police chowki in village hardikala,1,"[""['865/35C-BC/2025 Date 22-02-2025']""]"
construction work of c. c. road from the police station incharge residence to the barricaded residence for staff residence in matsena police station,1,"[""['940/ee/tender/dt.30.01.2025']""]"
result for construction of class room,1,"[""['4916/PAN/ET/24-25, DT. 13-01-2025']""]"
boundary wall at police modern school police line jhansi u. p,1,"[""['4916/PAN/ET/24-25, DT. 13-01-2025']""]"
toilet 02 no.,1,"[""['4916/PAN/ET/24-25, DT. 13-01-2025']""]"
construction work of non- residential buildings of new police station sen paschim para under police station bidhanu of kanpur nagar,1,"[""['90/S.E./KNP/Police Station/E-tender/2024-25']""]"
distt. muzaffarnagar under thana kotwali khalapar police chowki upgradation in naveen police thana khalapar construction of non residencial building.,1,"[""['7404/28MS-S/2021 Date 06-12-2021']""]"
work of surface coating by hotmix of road from sohraogate police chowki to shahpeer gate police chowki in ward- 47,1,"[""['NNMEE/Retender-51-18-11-2021']""]"
shahpeer gate.,1,"[""['NNMEE/Retender-51-18-11-2021']""]"
construction of 5 class rooms,1,"[""['2080/PAN/ET/20-21 Dt. 25-08-2020']""]"
1 lab. room for police modern school at police line distt. bareily u. p.,1,"[""['2080/PAN/ET/20-21 Dt. 25-08-2020']""]"
type- a 16 no.,1,"[""['230/PAN/CUJ/(E-TENDER 35)/2019-20 DATE 19-08-2019']""]"
type- b 32 no. residences at police line orai distt. jalaun,1,"[""['230/PAN/CUJ/(E-TENDER 35)/2019-20 DATE 19-08-2019']""]"
police line lalitpur distt. lalitpur,1,"[""['230/PAN/CUJ/(E-TENDER 35)/2019-20 DATE 19-08-2019']""]"
providing commercial vehicle 02 no. scorpio with driver for additional superintendent of police,1,"[""['10/EUDC-I/2023-24']""]"
deputy superintendent of police enforcement team at additional superintendent of police pcl/ kesco kanpur under eudc- i,1,"[""['10/EUDC-I/2023-24']""]"
kesco,1,"[""['10/EUDC-I/2023-24']""]"
kanpur ( 36 months ),1,"[""['10/EUDC-I/2023-24']""]"
75 from shani mandir to sahibabad police station,2,"[""['068/Nirman/2025-26 Date 03.04.2025']"", ""['053/Nirman/2024-25 Date 07.02.2025']""]"
shani chowk police post.,2,"[""['068/Nirman/2025-26 Date 03.04.2025']"", ""['053/Nirman/2024-25 Date 07.02.2025']""]"
repair work by dens of the damaged road between ward 85,2,"[""['068/Nirman/2025-26 Date 03.04.2025']"", ""['053/Nirman/2024-25 Date 07.02.2025']""]"
result for construction of residential buildings of new police station baba bazar under mawai police station of ayodhya district- ayodhya ( u. p. ),1,"[""['1465/M-10/81 Dt 18.09.2023']""]"
construction of 9 class room,1,"[""['5062/PAN/ET/23-24, DT. 07-11-2023']""]"
auditorium/ activity hall in police modern school police line agra distt agra u. p.,1,"[""['5062/PAN/ET/23-24, DT. 07-11-2023']""]"
construction work of residential buildings of new police station sandipan ghat in kazipur gram sabha under police station of charwa of district kaushambi,1,"[""['522/E-Tender/100 DATE- 05-09-2023']""]"
police line house no 7 type 1 balcony windows,1,"[""['GEM/2023/B/3007097']""]"
police line house no 38 type 1,1,"[""['GEM/2023/B/3007097']""]"
toilet repair work,1,"[""['GEM/2023/B/3007097']""]"
01 vivechna kaksh at police station lodha in place of police station pisawa in aligarh district,1,"[""['2038/Cashier(PDA)AC/20 DT-23-04-2020']""]"
construction of 16 capacity hostel barrack,1,"[""['2038/Cashier(PDA)AC/20 DT-23-04-2020']""]"
type iiird- 04 nos. of police station badshahi naka at police line kanpur nagar.,2,"[""['883/pan/c.u.knp/19-20 Dt. 07.02.20']"", ""['902/pan/c.u.knp/19-20 Dt. 14.02.2020']""]"
construction of type ist- 08 nos.,15,"[""['382/pan/c.u.knp/19-20 Dt. 06.08.19']"", ""['103/pan/c.u.knp/18-19 Dt. 08.05.19']"", ""['102/pan/etender/18-19 Dt. 08.05.19']"", ""['285/pan/c.u.knp/19-20 Dt. 08.07.19']"", ""['600/pan/c.u.knp/19-20 Dt. 04.11.19']"", ""['911/pan/c.u.knp/19-20 Dt. 17.02.2020']"", ""['115/pan/c.u.knp/18-19 Dt. 13.05.19']"", ""['780/pan/c.u.knp/19-20 Dt. 03.01.2020']"", ""['363/pan/c.u.knp/19-20 Dt.29.07.19']"", ""['902/pan/c.u.knp/19-20 Dt. 14.02.2020']"", ""['255/pan/c.u.knp/18-19 Dt. 01.07.19']"", ""['104/pan/c.u.knp/18-19 Dt. 08.05.19']"", ""['883/pan/c.u.knp/19-20 Dt. 07.02.20']"", ""['297/pan/c.u.knp/19-20 Dt. 10.07.18']"", ""['671/pan/c.u.knp/19-20 Dt. 22.11.19']""]"
